FECHA,CASOS.NUEVOS.PCR.,POSITIVOS_LI,POSITIVOS_LS
2020-09-29,33,NA,NA
2020-09-30,44,NA,NA
2020-10-01,38,NA,NA
2020-10-02,64,NA,NA
2020-10-03,32,NA,NA
2020-10-04,61,NA,NA
2020-10-05,37,NA,NA
2020-10-06,43,NA,NA
2020-10-07,37,NA,NA
2020-10-08,30,NA,NA
2020-10-09,65,NA,NA
2020-10-10,70,NA,NA
2020-10-11,35,NA,NA
2020-10-12,45,NA,NA
2020-10-13,71,NA,NA
2020-10-14,58,NA,NA
2020-10-15,85,NA,NA
2020-10-16,100,NA,NA
2020-10-17,155,NA,NA
2020-10-18,48,NA,NA
2020-10-19,92,NA,NA
2020-10-20,157,NA,NA
2020-10-21,213,NA,NA
2020-10-22,114,NA,NA
2020-10-23,181,NA,NA
2020-10-24,174,NA,NA
2020-10-25,164,NA,NA
2020-10-26,132,NA,NA
2020-10-27,171,NA,NA
2020-10-28,198,NA,NA
2020-10-29,179,NA,NA
2020-10-30,166,NA,NA
2020-10-31,196,NA,NA
2020-11-01,146,NA,NA
2020-11-02,216,NA,NA
2020-11-03,236,NA,NA
2020-11-04,154,NA,NA
2020-11-05,308,NA,NA
2020-11-06,222,NA,NA
2020-11-07,180,NA,NA
2020-11-08,236,NA,NA
2020-11-09,221,NA,NA
2020-11-10,253,NA,NA
2020-11-11,258,NA,NA
2020-11-12,226,NA,NA
2020-11-13,204,NA,NA
2020-11-14,193,NA,NA
2020-11-15,130,NA,NA
2020-11-16,238,NA,NA
2020-11-17,277,NA,NA
2020-11-18,235,NA,NA
2020-11-19,161,NA,NA
2020-11-20,168,NA,NA
2020-11-21,151,NA,NA
2020-11-22,84,NA,NA
2020-11-23,133,NA,NA
2020-11-24,128,NA,NA
2020-11-25,119,NA,NA
2020-11-26,99,NA,NA
2020-11-27,128,NA,NA
2020-11-28,87,NA,NA
2020-11-29,89,NA,NA
2020-11-30,105,NA,NA
2020-12-01,198,NA,NA
2020-12-02,119,NA,NA
2020-12-03,151,NA,NA
2020-12-04,128,NA,NA
2020-12-05,128,NA,NA
2020-12-06,58,NA,NA
2020-12-07,73,NA,NA
2020-12-08,88,NA,NA
2020-12-09,44,NA,NA
2020-12-10,106,NA,NA
2020-12-11,75,NA,NA
2020-12-12,55,NA,NA
2020-12-13,81,NA,NA
2020-12-14,70,NA,NA
2020-12-15,84,NA,NA
2020-12-16,76,NA,NA
2020-12-17,75,NA,NA
2020-12-18,71,NA,NA
2020-12-19,32,NA,NA
2020-12-20,51,NA,NA
2020-12-21,62,NA,NA
2020-12-22,60,NA,NA
2020-12-23,74,NA,NA
2020-12-24,59,NA,NA
2020-12-25,67,NA,NA
2020-12-26,65,NA,NA
2020-12-27,73,NA,NA
2020-12-28,64,NA,NA
2020-12-29,112,NA,NA
2020-12-30,105,NA,NA
2020-12-31,42,NA,NA
2021-01-01,148,NA,NA
2021-01-02,107,NA,NA
2021-01-03,86,NA,NA
2021-01-04,123,NA,NA
2021-01-05,130,NA,NA
2021-01-06,141,NA,NA
2021-01-07,136,NA,NA
2021-01-08,112,NA,NA
2021-01-09,149,NA,NA
2021-01-10,118,NA,NA
2021-01-11,207,NA,NA
2021-01-12,127,NA,NA
2021-01-13,181,NA,NA
2021-01-14,136,NA,NA
2021-01-15,182,NA,NA
2021-01-16,149,NA,NA
2021-01-17,125,NA,NA
2021-01-18,118,NA,NA
2021-01-19,204,NA,NA
2021-01-20,206,NA,NA
2021-01-21,195,NA,NA
2021-01-22,195,NA,NA
2021-01-23,169,NA,NA
2021-01-24,97,NA,NA
2021-01-25,171,NA,NA
2021-01-26,128,NA,NA
2021-01-27,201,NA,NA
2021-01-28,151,NA,NA
2021-01-29,187,NA,NA
2021-01-30,122,NA,NA
2021-01-31,79,NA,NA
2021-02-01,140,NA,NA
2021-02-02,145,NA,NA
2021-02-03,113,NA,NA
2021-02-04,136,NA,NA
2021-02-05,87,NA,NA
2021-02-06,68,NA,NA
2021-02-07,58,NA,NA
2021-02-08,98,NA,NA
2021-02-09,95,NA,NA
2021-02-10,107,NA,NA
2021-02-11,60,NA,NA
2021-02-12,83,NA,NA
2021-02-13,13,NA,NA
2021-02-14,93,NA,NA
2021-02-15,100,NA,NA
2021-02-16,70,NA,NA
2021-02-17,52,NA,NA
2021-02-18,74,NA,NA
2021-02-19,75,NA,NA
2021-02-20,48,NA,NA
2021-02-21,47,NA,NA
2021-02-22,63,NA,NA
2021-02-23,56,NA,NA
2021-02-24,58,NA,NA
2021-02-25,44,NA,NA
2021-02-26,55,NA,NA
2021-02-27,31,NA,NA
2021-02-28,39,NA,NA
2021-03-01,40,NA,NA
2021-03-02,48,NA,NA
2021-03-03,37,NA,NA
2021-03-04,43,NA,NA
2021-03-05,26,NA,NA
2021-03-06,39,NA,NA
2021-03-07,44,NA,NA
2021-03-08,27,NA,NA
2021-03-09,48,NA,NA
2021-03-10,44,NA,NA
2021-03-11,39,NA,NA
2021-03-12,45,NA,NA
2021-03-13,46,NA,NA
2021-03-14,26,NA,NA
2021-03-15,54,NA,NA
2021-03-16,42,NA,NA
2021-03-17,50,NA,NA
2021-03-18,38,NA,NA
2021-03-19,38,NA,NA
2021-03-20,54,NA,NA
2021-03-21,16,NA,NA
2021-03-22,52,NA,NA
2021-03-23,50,NA,NA
2021-03-24,50,NA,NA
2021-03-25,76,NA,NA
2021-03-26,42,NA,NA
2021-03-27,29,NA,NA
2021-03-28,65,NA,NA
2021-03-29,62,NA,NA
2021-03-30,67,NA,NA
2021-03-31,64,NA,NA
2021-04-01,55,NA,NA
2021-04-02,73,NA,NA
2021-04-03,60,NA,NA
2021-04-04,40,NA,NA
2021-04-05,57,NA,NA
2021-04-06,66,NA,NA
2021-04-07,62,NA,NA
2021-04-08,101,NA,NA
2021-04-09,56,NA,NA
2021-04-10,92,NA,NA
2021-04-11,88,NA,NA
2021-04-12,105,NA,NA
2021-04-13,79,NA,NA
2021-04-14,66,NA,NA
2021-04-15,134,NA,NA
2021-04-16,102,NA,NA
2021-04-17,88,NA,NA
2021-04-18,119,NA,NA
2021-04-19,112,NA,NA
2021-04-20,90,NA,NA
2021-04-21,107,NA,NA
2021-04-22,119,NA,NA
2021-04-23,157,NA,NA
2021-04-24,77,NA,NA
2021-04-25,72,NA,NA
2021-04-26,132,NA,NA
2021-04-27,89,NA,NA
2021-04-28,100,NA,NA
2021-04-29,135,NA,NA
2021-04-30,112,NA,NA
2021-05-01,74,NA,NA
2021-05-02,111,NA,NA
2021-05-03,83,NA,NA
2021-05-04,70,NA,NA
2021-05-05,69,NA,NA
2021-05-06,71,NA,NA
2021-05-07,50,NA,NA
2021-05-08,52,NA,NA
2021-05-09,30,NA,NA
2021-05-10,51,NA,NA
2021-05-11,46,NA,NA
2021-05-12,47,NA,NA
2021-05-13,47,NA,NA
2021-05-14,21,NA,NA
2021-05-15,28,NA,NA
2021-05-16,26,NA,NA
2021-05-17,40,NA,NA
2021-05-18,39,NA,NA
2021-05-19,26,NA,NA
2021-05-20,30,NA,NA
2021-05-21,51,NA,NA
2021-05-22,25,NA,NA
2021-05-23,20,NA,NA
2021-05-24,43,NA,NA
2021-05-25,32,NA,NA
2021-05-26,49,NA,NA
2021-05-27,43,NA,NA
2021-05-28,19,NA,NA
2021-05-29,34,NA,NA
2021-05-30,37,NA,NA
2021-05-31,33,NA,NA
2021-06-01,52,NA,NA
2021-06-02,23,NA,NA
2021-06-03,38,NA,NA
2021-06-04,33,NA,NA
2021-06-05,28,NA,NA
2021-06-06,10,NA,NA
2021-06-07,28,NA,NA
2021-06-08,32,NA,NA
2021-06-09,18,NA,NA
2021-06-10,25,NA,NA
2021-06-11,30,NA,NA
2021-06-12,5,NA,NA
2021-06-13,34,NA,NA
2021-06-14,37,NA,NA
2021-06-15,36,NA,NA
2021-06-16,20,NA,NA
2021-06-17,67,NA,NA
2021-06-18,47,NA,NA
2021-06-19,95,NA,NA
2021-06-20,68,NA,NA
2021-06-21,53,NA,NA
2021-06-22,41,NA,NA
2021-06-23,90,NA,NA
2021-06-24,105,NA,NA
2021-06-25,101,NA,NA
2021-06-26,77,NA,NA
2021-06-27,109,NA,NA
2021-06-28,142,NA,NA
2021-06-29,118,NA,NA
2021-06-30,158,NA,NA
2021-07-01,207,NA,NA
2021-07-02,240,NA,NA
2021-07-03,129,NA,NA
2021-07-04,204,NA,NA
2021-07-05,267,NA,NA
2021-07-06,225,NA,NA
2021-07-07,219,NA,NA
2021-07-08,358,NA,NA
2021-07-09,217,NA,NA
2021-07-10,153,NA,NA
2021-07-11,232,NA,NA
2021-07-12,252,NA,NA
2021-07-13,224,NA,NA
2021-07-14,343,NA,NA
2021-07-15,300,NA,NA
2021-07-16,271,NA,NA
2021-07-17,264,NA,NA
2021-07-18,250,NA,NA
2021-07-19,300,NA,NA
2021-07-20,289,NA,NA
2021-07-21,285,NA,NA
2021-07-22,422,NA,NA
2021-07-23,248,NA,NA
2021-07-24,392,NA,NA
2021-07-25,293,NA,NA
2021-07-26,177,NA,NA
2021-07-27,344,NA,NA
2021-07-28,210,NA,NA
2021-07-29,259,NA,NA
2021-07-30,229,NA,NA
2021-07-31,191,NA,NA
2021-08-01,147,NA,NA
2021-08-02,200,NA,NA
2021-08-03,226,NA,NA
2021-08-04,183,NA,NA
2021-08-05,291,NA,NA
2021-08-06,184,NA,NA
2021-08-07,83,NA,NA
2021-08-08,237,NA,NA
2021-08-09,203,NA,NA
2021-08-10,173,NA,NA
2021-08-11,246,NA,NA
2021-08-12,205,NA,NA
2021-08-13,149,NA,NA
2021-08-14,118,NA,NA
2021-08-15,193,NA,NA
2021-08-16,110,NA,NA
2021-08-17,157,NA,NA
2021-08-18,179,NA,NA
2021-08-19,137,NA,NA
2021-08-20,134,NA,NA
2021-08-21,121,NA,NA
2021-08-22,92,NA,NA
2021-08-23,194,NA,NA
2021-08-24,115,NA,NA
2021-08-25,130,NA,NA
2021-08-26,92,NA,NA
2021-08-27,142,NA,NA
2021-08-28,86,NA,NA
2021-08-29,99,NA,NA
2021-08-30,66,NA,NA
2021-08-31,78,NA,NA
2021-09-01,74,NA,NA
2021-09-02,84,NA,NA
2021-09-03,74,NA,NA
2021-09-04,83,NA,NA
2021-09-05,53,NA,NA
2021-09-06,58,NA,NA
2021-09-07,60,NA,NA
2021-09-08,57,NA,NA
2021-09-09,64,NA,NA
2021-09-10,58,NA,NA
2021-09-11,35,NA,NA
2021-09-12,37,NA,NA
2021-09-13,48,NA,NA
2021-09-14,51,NA,NA
2021-09-15,46,NA,NA
2021-09-16,25,NA,NA
2021-09-17,54,NA,NA
2021-09-18,29,NA,NA
2021-09-19,36,NA,NA
2021-09-20,37,NA,NA
2021-09-21,40,NA,NA
2021-09-22,44,NA,NA
2021-09-23,44,NA,NA
2021-09-24,30,NA,NA
2021-09-25,23,NA,NA
2021-09-26,32,NA,NA
2021-09-27,43,NA,NA
2021-09-28,49,NA,NA
2021-09-29,37,NA,NA
2021-09-30,45,NA,NA
2021-10-01,25,NA,NA
2021-10-02,25,NA,NA
2021-10-03,24,NA,NA
2021-10-04,30,NA,NA
2021-10-05,27,NA,NA
2021-10-06,29,NA,NA
2021-10-07,34,NA,NA
2021-10-08,13,NA,NA
2021-10-09,39,NA,NA
2021-10-10,7,NA,NA
2021-10-11,24,NA,NA
2021-10-12,8,NA,NA
2021-10-13,22,NA,NA
2021-10-14,22,NA,NA
2021-10-15,17,NA,NA
2021-10-16,11,NA,NA
2021-10-17,22,NA,NA
2021-10-18,12,NA,NA
2021-10-19,35,NA,NA
2021-10-20,20,NA,NA
2021-10-21,17,NA,NA
2021-10-22,15,NA,NA
2021-10-23,15,NA,NA
2021-10-24,12,NA,NA
2021-10-25,17,NA,NA
2021-10-26,24,NA,NA
2021-10-27,24,NA,NA
2021-10-28,11,NA,NA
2021-10-29,11,NA,NA
2021-10-30,17,NA,NA
2021-10-31,4,NA,NA
2021-11-01,25,NA,NA
2021-11-02,11,NA,NA
2021-11-03,16,NA,NA
2021-11-04,25,NA,NA
2021-11-05,16,NA,NA
2021-11-06,38,NA,NA
2021-11-07,16,NA,NA
2021-11-08,18,NA,NA
2021-11-09,32,NA,NA
2021-11-10,33,NA,NA
2021-11-11,32,NA,NA
2021-11-12,46,NA,NA
2021-11-13,39,NA,NA
2021-11-14,33,NA,NA
2021-11-15,26,NA,NA
2021-11-16,33,NA,NA
2021-11-17,55,NA,NA
2021-11-18,70,NA,NA
2021-11-19,74,NA,NA
2021-11-20,34,NA,NA
2021-11-21,59,NA,NA
2021-11-22,55,NA,NA
2021-11-23,49,NA,NA
2021-11-24,94,NA,NA
2021-11-25,90,NA,NA
2021-11-26,75,NA,NA
2021-11-27,87,NA,NA
2021-11-28,93,NA,NA
2021-11-29,94,NA,NA
2021-11-30,117,NA,NA
2021-12-01,164,NA,NA
2021-12-02,175,NA,NA
2021-12-03,124,NA,NA
2021-12-04,99,NA,NA
2021-12-05,124,NA,NA
2021-12-06,104,NA,NA
2021-12-07,214,NA,NA
2021-12-08,175,NA,NA
2021-12-09,176,NA,NA
2021-12-10,209,NA,NA
2021-12-11,217,NA,NA
2021-12-12,111,NA,NA
2021-12-13,205,NA,NA
2021-12-14,194,NA,NA
2021-12-15,315,NA,NA
2021-12-16,277,NA,NA
2021-12-17,246,NA,NA
2021-12-18,231,NA,NA
2021-12-19,305,NA,NA
2021-12-20,377,NA,NA
2021-12-21,496,NA,NA
2021-12-22,741,NA,NA
2021-12-23,846,NA,NA
2021-12-24,632,NA,NA
2021-12-25,455,NA,NA
2021-12-26,496,NA,NA
2021-12-27,945,NA,NA
2021-12-28,1339,NA,NA
2021-12-29,1425,NA,NA
2021-12-30,1394,NA,NA
2021-12-31,1098,NA,NA
2022-01-01,773,NA,NA
2022-01-02,999,NA,NA
2022-01-03,1682,NA,NA
2022-01-04,1853,NA,NA
2022-01-05,2218,NA,NA
2022-01-06,1395,NA,NA
2022-01-07,2011,NA,NA
2022-01-08,944,NA,NA
2022-01-09,1575,NA,NA
2022-01-10,1763,NA,NA
2022-01-11,2630,NA,NA
2022-01-12,2143,NA,NA
2022-01-13,2019,NA,NA
2022-01-14,2275,NA,NA
2022-01-15,1229,NA,NA
2022-01-16,876,NA,NA
2022-01-17,2091,NA,NA
2022-01-18,2118,NA,NA
2022-01-19,1890,NA,NA
2022-01-20,1958,NA,NA
2022-01-21,1961,NA,NA
2022-01-22,1211,NA,NA
2022-01-23,909,NA,NA
2022-01-24,1866,NA,NA
2022-01-25,1737,NA,NA
2022-01-26,1878,NA,NA
2022-01-27,1640,NA,NA
2022-01-28,1525,NA,NA
2022-01-29,968,NA,NA
2022-01-30,668,NA,NA
2022-01-31,1573,NA,NA
2022-02-01,1183,NA,NA
2022-02-02,1246,NA,NA
2022-02-03,1085,NA,NA
2022-02-04,814,NA,NA
2022-02-05,463,NA,NA
2022-02-06,410,NA,NA
2022-02-07,877,NA,NA
2022-02-08,707,NA,NA
2022-02-09,680.5315713601673,648.3946310285526,713.8764643066938
2022-02-10,1004.1184053283368,971.7927819064528,1036.8860726797755
2022-02-11,505.2868985415301,472.8290075441568,539.4027786571957
2022-02-12,338.00567571749775,306.0183948098475,369.92897186716766
2022-02-13,475.9812113498313,442.6503215440051,507.27499647521427
2022-02-14,743.9076873629125,709.8674129643142,779.477321780363
2022-02-15,688.8552813377878,656.0846199586691,724.7368156320769
2022-02-16,731.3127589678173,698.3808683906395,765.6955156782415
2022-02-17,1000.3637056531438,964.9945929411117,1036.645032971704
2022-02-18,480.6122439508151,443.77655969562755,520.5412793268955
2022-02-19,311.6701889983565,277.9562316809343,348.05601195067675
2022-02-20,445.87895189348416,412.34757079581755,479.60271556046257
2022-02-21,608.7808644487128,574.955999484928,647.3924369242146
2022-02-22,775.9119453599154,740.9710281562936,816.1227421848764
